Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
3242,3#3#3,0.8259879946708679#0.8259879946708679#0.8259879946708679,0.9389928470522276#0.9389928470522276#0.9389928470522276,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#1,15.0#15.0#15.0,132.086669921875#132.086669921875#132.086669921875,0#0#0,0#0#0,0#0#0,0#2865#2865,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,259.json,NotBuggy,NotBuggy,
1204,5#5#8#8,3.9628305239602923E-4#7.374036940746009E-4#0.008190535940229893#0.007863525301218033,0.0019617006625937614#0.002307036308639863#1.1392720176702675E-4#1.498796757252741E-4,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.96#1.96#2.83#2.83,0#0#0#0,3#3#7#7,61.0#59.0#86.0#85.0,115.04923248291016#115.12483215332031#105.26271057128906#105.36052703857422,0#0#0#0,3#3#3#3,1#1#2#2,0#826#833#1132,0#2#6#1,0#4#7#2,0#13#177#7,0#13#146#7,0#82#6#17,0#0#0#0,0#0#0#1,0#0#0#1,1385.json,NotBuggy,NotBuggy,
1293,10#10#10#10,0.8072872757911682#0.434120237827301#0.8072872757911682#0.8072872757911682,0.7301514334112874#0.3012820321110188#0.7301514334112874#0.7301514334112874,1#3#1#1,1#3#1#1,2#6#2#2,3#3#3#3,3.67#3.67#3.67#3.67,2#2#2#2,2#2#2#2,43.0#51.0#43.0#43.0,105.60152435302734#104.51481628417969#105.60152435302734#105.60152435302734,0#0#0#0,0#0#0#0,0#0#0#0,0#202#202#621,0#1#1#0,0#2#2#0,0#42#42#0,0#42#42#0,0#1#3#0,0#0#0#0,0#1#1#0,0#1#1#0,1077.json,NotBuggy,NotBuggy,
2765,3#3,0.9302310943603516#0.9302310943603516,0.9621311495378376#0.9621311495378376,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,12.0#12.0,133.59722900390625#133.59722900390625,0#0,0#0,0#0,0#2092,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,264.json,NotBuggy,NotBuggy,
1434,13#13#13#13#13#13#13,0.001555890659801662#0.001555890659801662#0.0018849159823730588#0.0018849159823730588#0.0018849159823730588#0.0018849159823730588#0.0021802294068038464,6.831409857745258E-7#6.831409857745258E-7#2.1937658360318546E-6#2.1937658360318546E-6#2.1937658360318546E-6#2.1937658360318546E-6#3.961155924220037E-6,5#5#5#5#5#5#5,4#4#4#4#4#4#4,9#9#9#9#9#9#9,4#4#4#4#4#4#4,4.33#4.33#3.69#3.69#3.69#3.69#3.69,2#2#2#2#2#2#2,9#9#9#9#9#9#9,113.0#113.0#107.0#107.0#107.0#107.0#105.0,94.82128143310547#94.82128143310547#95.10498809814453#95.10498809814453#95.10498809814453#95.10498809814453#95.25139617919922,0#0#0#0#0#0#0,1#1#1#1#1#1#1,2#2#2#2#2#2#2,0#363#652#761#774#884#1092,0#0#3#0#0#0#1,0#0#6#0#0#0#2,0#0#54#0#0#0#20,0#0#18#0#0#0#20,0#12#65#2#7#37#5,0#0#0#0#0#0#0,0#1#0#0#0#0#0,0#1#0#0#0#0#0,440.json,NotBuggy,NotBuggy,
782,3#3,0.6911296248435974#0.6911296248435974,0.9314937242760518#0.9314937242760518,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,15.0#15.0,132.25152587890625#132.25152587890625,0#0,0#0,0#0,0#109,0#0,0#0,0#0,0#0,0#39,0#0,0#0,0#0,1245.json,NotBuggy,NotBuggy,
1521,3#3,0.7223497629165649#0.5661383867263794,0.9046567464731019#0.8929395102508986,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,15.0#16.0,131.9385528564453#131.91592407226562,0#0,0#0,0#0,0#1143,0#2,0#4,0#33,0#33,0#82,0#0,0#0,0#0,1300.json,NotBuggy,NotBuggy,
3175,3#3#3#3#3#3#4#4#4#4,4.965492989867926E-4#5.693668499588966E-4#4.965492989867926E-4#4.965492989867926E-4#4.965492989867926E-4#4.965492989867926E-4#0.0026935136411339045#0.0026935136411339045#0.0029415220487862825#0.0014044743729755282,0.44031742510783484#0.3786682846110372#0.44031742510783484#0.44031742510783484#0.44031742510783484#0.44031742510783484#0.09958671971003384#0.09958671971003384#0.0778637713729356#0.03621112264733878,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#2.0#2.0#2.0#2.0,0#0#0#0#0#0#0#0#0#0,3#3#3#3#3#3#4#4#4#4,26.0#27.0#26.0#26.0#26.0#26.0#40.0#40.0#41.0#44.0,128.60531616210938#128.31268310546875#128.60531616210938#128.60531616210938#128.60531616210938#128.60531616210938#121.28150177001953#121.28150177001953#121.08299255371094#120.52654266357422,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#1#1#1#1,0#68#175#191#366#672#2686#2797#2803#2999,0#1#1#0#0#0#3#0#1#1,0#2#2#0#0#0#5#0#2#2,0#7#7#0#0#0#43#0#8#3,0#7#7#0#0#0#39#0#8#3,0#19#1#3#2#7#8#82#5#24,0#0#0#1#0#0#1#0#0#0,0#0#1#1#0#0#1#0#0#0,0#0#1#1#0#0#1#0#0#1,1352.json,Buggy,Buggy,Buggy
3172,12#16#16#16#17#17#17#17#16#16,0.13415467739105225#0.06254824995994568#0.06407054513692856#0.06407054513692856#0.026319898664951324#0.02570773847401142#0.02570773847401142#0.02570773847401142#0.05047677457332611#0.042304039001464844,0.6244339164205641#0.05338482077249929#0.03999743107720572#0.03999743107720572#0.003474341131164528#0.004745185785459551#0.004745185785459551#0.004745185785459551#0.05301248805010477#0.022592671189451897,1#1#1#1#2#2#2#2#1#1,1#1#1#1#2#2#2#2#1#1,2#2#2#2#4#4#4#4#2#2,2#4#4#4#4#4#4#4#4#4,9.84#11.99#11.99#11.99#11.66#11.66#11.66#11.66#11.99#11.99,1#3#3#3#3#3#3#3#3#3,1#5#5#5#8#8#8#8#5#5,50.0#77.0#78.0#78.0#92.0#91.0#91.0#91.0#77.0#80.0,102.16788482666016#94.30494689941406#94.18795776367188#94.18795776367188#92.20938873291016#92.31043243408203#92.31043243408203#92.31043243408203#94.30494689941406#93.96247863769531,0#0#0#0#1#1#1#1#0#0,1#1#1#1#1#1#1#1#1#1,0#2#2#2#2#2#2#2#2#2,0#144#363#2499#2500#2508#2788#2788#2872#2996,0#14#1#0#2#1#0#3#1#1,0#24#2#0#3#2#0#5#3#2,0#406#7#0#113#7#0#0#110#3,0#277#7#0#67#7#0#0#64#3,0#1#2#0#1#3#0#5#1#24,0#0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0#1,111.json,NotBuggy,NotBuggy,
1124,9#9#9#9#9#9#6,0.5744946002960205#0.5744946002960205#0.5744946002960205#0.5744946002960205#0.5744946002960205#0.5756133198738098#0.565582275390625,0.7333676715860865#0.7333676715860865#0.7333676715860865#0.7333676715860865#0.7333676715860865#0.7818539855921528#0.8663946334561001,2#2#2#2#2#2#1,2#2#2#2#2#2#1,4#4#4#4#4#4#2,3#3#3#3#3#3#2,2.67#2.67#2.67#2.67#2.67#2.67#2.75,1#1#1#1#1#1#1,2#2#2#2#2#2#1,41.0#41.0#41.0#41.0#41.0#40.0#28.0,107.63027954101562#107.63027954101562#107.63027954101562#107.63027954101562#107.63027954101562#107.83753204345703#116.86482238769531,0#0#0#0#0#0#0,2#2#2#2#2#2#2,0#0#0#0#0#0#0,0#451#460#740#740#821#1059,0#0#0#0#0#1#0,0#0#0#0#0#2#4,0#0#0#0#0#8#74,0#0#0#0#0#8#61,0#0#3#0#5#6#67,0#0#0#0#0#0#0,0#0#0#0#0#1#0,0#0#0#0#0#1#0,109.json,NotBuggy,NotBuggy,
1277,3#3#3,0.4129889905452728#0.3993942439556122#0.4057041108608246,0.8595216813964124#0.8587573868186916#0.8199398489404008,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#2,19.0#19.0#20.0,130.57513427734375#130.57513427734375#130.30841064453125,0#0#0,1#1#1,0#0#0,0#604#906,0#1#1,0#2#2,0#6#5,0#6#5,0#39#16,0#0#0,0#0#0,0#0#0,1042.json,NotBuggy,NotBuggy,
3979,3#3#3#3#3#3#3#3#5#5#6#6#6#6,0.6994936466217041#0.4643477201461792#0.4643477201461792#0.4643477201461792#0.4643477201461792#0.4643477201461792#0.4643477201461792#0.4643477201461792#0.48997294902801514#0.25944840908050537#0.3051866888999939#0.29422855377197266#0.3051866888999939#0.40961754322052,0.9172424059962929#0.8328922282226742#0.8328922282226742#0.8328922282226742#0.8328922282226742#0.8328922282226742#0.8328922282226742#0.8328922282226742#0.7500065203895377#0.4909935807426522#0.45771131271828047#0.44749129190499076#0.45771131271828047#0.5680798270618401,0#0#0#0#0#0#0#0#2#3#3#3#3#3,0#0#0#0#0#0#0#0#1#2#2#2#2#2,0#0#0#0#0#0#0#0#3#5#5#5#5#5,1#1#1#1#1#1#1#1#2#2#2#2#2#2,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#2.99#2.99#2.75#2.75#2.75#2.75,0#0#0#0#0#0#0#0#1#1#1#1#1#1,1#1#1#1#1#1#1#1#2#3#3#3#3#3,17.0#20.0#20.0#20.0#20.0#20.0#20.0#20.0#27.0#32.0#35.0#35.0#35.0#33.0,131.28770446777344#130.07347106933594#130.07347106933594#130.07347106933594#130.07347106933594#130.07347106933594#130.07347106933594#130.07347106933594#119.80731201171875#118.7500228881836#115.17733001708984#115.17733001708984#115.17733001708984#115.55754852294922,0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#20#32#422#422#425#492#684#904#2154#2157#3306#3595#3693,0#1#0#0#0#0#0#0#3#1#2#1#0#1,0#2#0#0#0#0#0#0#4#2#3#2#0#2,0#3#0#0#0#0#0#0#63#31#27#8#8#6,0#3#0#0#0#0#0#0#55#31#23#8#8#6,0#3#4#0#0#0#0#7#4#2#6#1#0#84,0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#0#0#0#0#0#0#1,1445.json,NotBuggy,NotBuggy,
3447,12#12#12#12#12#12#12#12#10#10#10#10#10#10#10#10#10#10#10#24#10#10#10#10#10#10#10#10#10#10#10#10,0.0075323861092329025#0.015939811244606972#0.006350888404995203#0.006360490806400776#0.0019619045779109#0.004611470270901918#0.004623544868081808#0.0028422619216144085#0.0032844357192516327#0.0053832195699214935#0.003977664280682802#0.0053832195699214935#0.0053832195699214935#0.0053832195699214935#0.003960687667131424#0.0053832195699214935#0.0041145565919578075#0.003507794113829732#0.003601453732699156#4.066338296979666E-4#0.010893352329730988#0.004083104431629181#0.006568105425685644#0.006568105425685644#0.006568105425685644#0.006673090159893036#0.011862204410135746#0.0077074384316802025#0.009166132658720016#0.009058036841452122#0.009292040020227432#0.013445639051496983,5.219219474635514E-4#0.00148289651481552#7.555255494097022E-4#7.546511987844059E-4#1.9184099732222126E-4#2.994741225876992E-4#2.9201390498908084E-4#1.7635036013449412E-4#6.826248712338878E-4#0.0011282222559519863#3.3162225724424495E-4#0.0011282222559519863#0.0011282222559519863#0.0011282222559519863#5.87230629255205E-4#0.0011282222559519863#5.600148790660849E-4#5.450321447399099E-4#5.286840714293785E-4#2.5262908071199822E-8#7.8537257901236E-4#4.931635891915751E-4#8.178613824415741E-4#8.178613824415741E-4#8.178613824415741E-4#8.027419884605496E-4#0.0012403934505962578#6.440894502885209E-4#6.428602417655437E-4#6.141601384150409E-4#6.386643438643148E-4#0.0011997108828630965,1#1#1#1#1#1#1#1#1#1#3#1#1#1#1#1#1#1#1#3#1#1#1#1#1#1#1#1#1#1#1#1,1#1#1#1#1#1#1#1#1#1#2#1#1#1#1#1#1#1#1#3#1#1#1#1#1#1#1#1#1#1#1#1,2#2#2#2#2#2#2#2#2#2#5#2#2#2#2#2#2#2#2#6#2#2#2#2#2#2#2#2#2#2#2#2,4#4#4#4#4#4#4#4#3#3#3#3#3#3#3#3#3#3#3#5#3#3#3#3#3#3#3#3#3#3#3#3,4.93#4.93#4.93#4.93#4.93#4.93#4.93#4.93#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#4.93#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6#3.6,3#3#3#3#3#3#3#3#2#2#2#2#2#2#2#2#2#2#2#3#2#2#2#2#2#2#2#2#2#2#2#2,4#3#4#4#3#3#3#3#2#2#3#2#2#2#3#2#3#3#3#8#3#3#3#3#3#3#3#4#4#4#4#3,87.0#82.0#85.0#85.0#91.0#89.0#89.0#91.0#80.0#78.0#83.0#78.0#78.0#78.0#81.0#78.0#81.0#81.0#81.0#165.0#81.0#81.0#79.0#79.0#79.0#79.0#76.0#79.0#79.0#79.0#79.0#76.0,98.05892944335938#98.40775299072266#98.17986297607422#98.17986297607422#97.71031188964844#97.86286926269531#97.86286926269531#97.71031188964844#101.67871856689453#101.85140991210938#101.40941619873047#101.85140991210938#101.85140991210938#101.85140991210938#101.61412048339844#101.85140991210938#101.61412048339844#101.61412048339844#101.61412048339844#82.81565856933594#101.61412048339844#101.61412048339844#101.78517150878906#101.78517150878906#101.78517150878906#101.78517150878906#101.94544219970703#101.70452117919922#101.70452117919922#101.70452117919922#101.70452117919922#101.94544219970703,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,4#4#4#4#4#4#4#4#3#3#3#3#3#3#3#3#3#3#3#6#3#3#3#3#3#3#3#3#3#3#3#3,0#152#182#197#209#219#220#220#228#278#289#290#341#358#358#360#390#987#2154#2509#2509#2647#2665#2770#2774#3097#3098#3098#3125#3167#3244#3438,0#1#1#1#2#1#1#1#4#1#1#1#0#0#1#1#1#2#1#17#0#3#1#0#0#1#1#3#2#1#1#1,0#2#2#2#4#2#2#2#10#2#2#2#0#0#2#2#2#4#2#17#16#6#2#0#0#2#2#6#4#2#2#2,0#26#18#1#25#14#14#19#91#19#32#32#0#0#11#11#18#18#6#717#716#25#19#0#0#4#25#35#24#6#8#20,0#26#18#1#25#14#14#19#83#19#32#32#0#0#11#11#18#18#6#590#590#24#19#0#0#4#25#35#24#6#8#20,0#7#2#1#3#1#1#2#13#2#2#2#19#3#4#2#3#3#93#1#3#39#65#17#39#26#12#53#36#20#66#12,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1,1195.json,NotBuggy,NotBuggy,
3167,6#3#3#3#3,0.5701702237129211#0.3722144365310669#0.3722144365310669#0.3722144365310669#0.39174535870552063,0.6162817292460157#0.49044778949660023#0.49044778949660023#0.49044778949660023#0.45153655494818773,2#2#2#2#2,1#1#1#1#1,3#3#3#3#3,2#2#2#2#2,6.53#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,28.0#26.0#26.0#26.0#26.0,116.66458892822266#128.2789306640625#128.2789306640625#128.2789306640625#128.2789306640625,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#1#2790#2790#2818,0#3#0#0#2,0#9#0#0#4,0#51#0#0#8,0#44#0#0#8,0#1#0#0#8,0#0#0#0#0,0#1#0#0#0,0#1#0#0#0,257.json,NotBuggy,NotBuggy,
997,12#12#12#12#12,0.004378638230264187#0.004134288989007473#0.004134288989007473#0.004134288989007473#0.004350411240011454,0.0192505235845227#0.019639520930701034#0.019639520930701034#0.019639520930701034#0.019112279734747877,2#2#2#2#2,1#1#1#1#1,3#3#3#3#3,3#3#3#3#3,7.36#7.36#7.36#7.36#7.36,2#2#2#2#2,6#6#6#6#6,67.0#67.0#67.0#67.0#67.0,99.68828582763672#99.68828582763672#99.68828582763672#99.68828582763672#99.68828582763672,0#0#0#0#0,1#1#1#1#1,1#1#1#1#1,0#14#324#614#711,0#1#0#0#1,0#2#0#0#2,0#10#0#0#7,0#10#0#0#7,0#3#0#1#84,0#0#0#0#0,0#1#0#0#1,0#1#0#0#1,245.json,NotBuggy,NotBuggy,
3106,3#3#3#3#3#3#3,0.6981150507926941#0.6981150507926941#0.6981150507926941#0.6981150507926941#0.6981150507926941#0.6981150507926941#0.6981150507926941,0.8472110236295882#0.8472110236295882#0.8463320421821255#0.8463320421821255#0.8463320421821255#0.8463320421821255#0.8463320421821255,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,1#1#1#1#1#1#1,17.0#17.0#17.0#17.0#17.0#17.0#17.0,131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#297#1972#2433#2442#2722#2722,0#0#1#0#0#0#0,0#0#2#0#0#0#0,0#0#5#0#0#0#0,0#0#5#0#0#0#0,0#2#26#0#3#0#5,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#1#0#0#0#0,81.json,NotBuggy,NotBuggy,
2547,6#6#4,0.11611230671405792#0.11611230671405792#0.11904178559780121,0.04540793928796077#0.04540793928796077#0.36658247316513987,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#2.0,0#0#0,5#5#4,51.0#51.0#32.0,113.25019073486328#113.25019073486328#122.678955078125,0#0#0,2#2#2,1#1#0,0#1874#2176,0#0#1,0#0#4,0#0#113,0#0#97,0#39#20,0#0#0,0#0#0,0#0#0,1020.json,NotBuggy,NotBuggy,
2795,4#4,0.8564577698707581#0.8564577698707581,0.8651947013427825#0.8651947013427825,0#0,0#0,0#0,1#1,2.0#2.0,0#0,1#1,23.0#23.0,124.7987289428711#124.7987289428711,0#0,0#0,1#1,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,283.json,NotBuggy,NotBuggy,
782,3#3,0.6365111470222473#0.6365111470222473,0.9223560971840171#0.9223560971840171,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,15.0#15.0,132.25152587890625#132.25152587890625,0#0,0#0,0#0,0#109,0#0,0#0,0#0,0#0,0#39,0#0,0#0,0#0,1235.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3#3#3#2,0.21996627748012543#0.21996627748012543#0.8578718900680542#0.8578718900680542#0.8776415586471558#0.8578718900680542#0.8392490148544312#0.9945249557495117,0.6543146716712349#0.6543146716712349#0.9051266437544772#0.9051266437544772#0.8341834691335046#0.9051266437544772#0.9094895093753936#0.9365298526998153,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#0.0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#0,22.0#22.0#15.0#15.0#17.0#15.0#15.0#11.0,129.57785034179688#129.57785034179688#132.25152587890625#132.25152587890625#131.28770446777344#132.25152587890625#132.25152587890625#140.82913208007812,0#0#0#0#0#0#0#0,2#2#1#1#1#1#1#1,0#0#0#0#0#0#0#0,0#493#614#616#620#971#1011#1228,0#0#2#0#1#1#2#1,0#0#4#0#2#2#4#2,0#0#44#0#17#17#23#23,0#0#44#0#17#17#23#20,0#39#20#17#39#36#11#14,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#1,1112.json,NotBuggy,NotBuggy,
3175,5#7#7#7#7#7#7#7#7,0.1932252198457718#0.10564729571342468#0.10082894563674927#0.10082894563674927#0.33164823055267334#0.6185731887817383#0.6185731887817383#0.6185731887817383#0.6185731887817383,0.754326639972944#0.6464379681334542#0.654545920286335#0.654545920286335#0.8198846856518341#0.9387772150272914#0.9387772150272914#0.9387772150272914#0.9387772150272914,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.96#1.81#1.81#1.81#1.81#1.81#1.81#1.81#1.81,0#0#0#0#0#0#0#0#0,3#5#5#5#5#5#5#5#5,28.0#37.0#37.0#37.0#33.0#28.0#28.0#28.0#28.0,119.94457244873047#112.94803619384766#112.94803619384766#112.94803619384766#113.74320983886719#114.83253479003906#114.83253479003906#114.83253479003906#114.83253479003906,0#0#0#0#0#0#0#0#0,1#1#1#1#1#0#0#0#0,0#0#0#0#0#0#0#0#0,0#588#713#1177#2181#2397#2415#2502#2904,0#2#1#0#1#4#0#0#1,0#2#2#0#2#8#0#0#2,0#54#5#0#17#42#0#0#28,0#46#5#0#17#42#0#0#28,0#13#5#2#10#19#28#39#12,0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0,939.json,NotBuggy,NotBuggy,
2587,6#6#6#6,0.03445398434996605#0.03445398434996605#0.03445398434996605#0.03445398434996605,0.3542719088179961#0.3542719088179961#0.3542719088179961#0.3542719088179961,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,5#5#5#5,40.0#40.0#40.0#40.0,114.9500732421875#114.9500732421875#114.9500732421875#114.9500732421875,0#0#0#0,1#1#1#1,0#0#0#0,0#125#1827#1914,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#5#28#39,0#0#0#0,0#0#0#0,0#0#0#0,1062.json,NotBuggy,NotBuggy,
2795,3#3,0.3703180253505707#0.3703180253505707,0.8418572819827287#0.8418572819827287,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,17.0#17.0,131.1535186767578#131.1535186767578,0#0,0#0,0#0,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,282.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3,0.9143728017807007#0.9143728017807007#0.8797896504402161#0.8797896504402161#0.8797896504402161,0.9587884125681889#0.9587884125681889#0.9605375081988496#0.9605375081988496#0.9605375081988496,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,12.0#12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#629#892#920#998,0#0#1#0#0,0#0#2#0#0,0#0#7#0#0,0#0#7#0#0,0#5#20#2#7,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,595.json,NotBuggy,NotBuggy,
2281,3#3#3,0.26844438910484314#0.26844438910484314#0.26844438910484314,0.7749987423537659#0.7749987423537659#0.7749987423537659,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,2#2#2,20.0#20.0#20.0,130.44261169433594#130.44261169433594#130.44261169433594,0#0#0,0#0#0,0#0#0,0#1608#1621,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,15.json,NotBuggy,NotBuggy,
2795,5#5#5,0.6596461534500122#0.6504599452018738#0.6504599452018738,0.7290689824193366#0.4781934905386264#0.4781934905386264,2#2#2,1#1#1,3#3#3,2#2#2,2.99#2.99#2.99,1#1#1,1#2#2,29.0#34.0#34.0,119.34591674804688#118.43477630615234#118.43477630615234,0#0#0,0#0#0,1#1#1,0#1689#2122,0#1#0,0#2#0,0#21#0,0#21#0,0#3#0,0#0#0,0#1#0,0#1#0,276.json,NotBuggy,NotBuggy,
3106,3#3#3#3#7#7#7#7,0.7279043793678284#0.6999586820602417#0.6999586820602417#0.6999586820602417#0.6039349436759949#0.5993648767471313#0.8192423582077026#0.7653029561042786,0.6895821207307065#0.7479633375797753#0.7479633375797753#0.7479633375797753#0.07317509002525954#0.07228270926512036#0.094604551656381#0.04447386306602845,0#0#0#0#1#1#1#1,0#0#0#0#1#1#1#1,0#0#0#0#2#2#2#2,1#1#1#1#2#2#2#2,1.89#1.89#1.89#1.89#2.56#2.56#2.56#2.56,0#0#0#0#1#1#1#1,3#3#3#3#3#3#3#3,22.0#21.0#21.0#21.0#50.0#50.0#49.0#52.0,129.69032287597656#130.05470275878906#130.05470275878906#130.05470275878906#110.50897216796875#110.50897216796875#110.67108917236328#110.19845581054688,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0#0#0#0#1#1#1#1,0#122#297#603#2618#2728#2877#2931,0#1#0#0#8#1#2#1,0#2#0#0#10#2#4#2,0#7#0#0#203#1#26#3,0#7#0#0#184#0#26#3,0#3#2#7#8#82#102#24,0#1#0#0#1#0#0#0,0#1#0#0#1#0#1#0,0#1#0#0#1#0#1#1,1351.json,Buggy,Buggy,Buggy
1293,17#17#20#22#22#22#22#22#22#22#22#22,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#1.0830771498149261E-4#2.0424716058187187E-4#2.0424716058187187E-4#2.0424716058187187E-4,1.0540340764584205E-10#1.2726469438286827E-10#1.6045495694002065E-11#6.2266447046713095E-12#6.2266447046713095E-12#1.1778130242123124E-12#2.047091983283708E-12#1.7086911160174148E-12#3.4813716403247415E-11#3.0791061740301843E-10#3.0791061740301843E-10#3.0791061740301843E-10,2#2#3#4#4#4#4#4#4#4#4#4,2#2#3#4#4#4#4#4#4#4#4#4,4#4#6#8#8#8#8#8#8#8#8#8,4#4#5#6#6#6#6#6#6#6#6#6,3.87#3.87#5.2#5.98#5.98#5.98#5.98#5.98#5.98#5.98#5.98#5.98,2#2#3#4#4#4#4#4#4#4#4#4,13#12#12#13#13#13#13#14#14#14#14#14,171.0#170.0#184.0#193.0#193.0#199.0#197.0#198.0#182.0#174.0#174.0#174.0,88.44634246826172#88.47683715820312#85.07734680175781#83.03166961669922#83.03166961669922#82.80549621582031#82.87986755371094#82.8535385131836#83.26984405517578#83.59390258789062#83.59390258789062#83.59390258789062,0#0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2#2,4#4#5#5#5#5#5#5#5#5#5#5,0#157#493#511#620#629#920#922#922#998#1186#1208,0#1#13#4#0#1#1#1#3#1#0#0,0#2#23#6#0#2#2#2#6#2#0#0,0#20#182#92#0#14#4#18#47#24#0#0,0#20#171#84#0#14#4#18#47#23#0#0,0#17#39#65#39#5#2#20#11#7#43#1,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0,906.json,NotBuggy,NotBuggy,
1091,6#6,0.9369364976882935#0.9369364976882935,0.9253910987285817#0.9253910987285817,0#0,0#0,0#0,2#2,3.02#3.02,1#1,1#1,25.0#25.0,117.35027313232422#117.35027313232422,0#0,1#1,0#0,0#418,0#0,0#0,0#0,0#0,0#39,0#0,0#0,0#0,1014.json,NotBuggy,NotBuggy,
