Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
2306,3#3#3,0.2220260500907898#0.21089275181293488#0.21089275181293488,0.56699679714468#0.5669181372228068#0.5669181372228068,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#1,25.0#25.0#25.0,129.0255889892578#129.0255889892578#129.0255889892578,0#0#0,2#2#2,0#0#0,0#90#365,0#1#0,0#2#0,0#5#0,0#5#0,0#109#0,0#0#0,0#0#0,0#0#0,6168.json,NotBuggy,NotBuggy,
2675,3#3#3,0.5641751885414124#0.5641751885414124#0.5641751885414124,0.910215737944117#0.910215737944117#0.910215737944117,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,13.0#13.0#13.0,132.9956512451172#132.9956512451172#132.9956512451172,0#0#0,0#0#0,0#0#0,0#457#734,0#0#0,0#0#0,0#0#0,0#0#0,0#117#1,0#0#0,0#0#0,0#0#0,9994.json,NotBuggy,NotBuggy,
6426,3#3#3#3#3#3#3#3#3,0.08135680854320526#0.08135680854320526#0.23902958631515503#0.23425933718681335#0.22701768577098846#0.218613401055336#0.218613401055336#0.22311970591545105#0.22311970591545105,0.4986550922328003#0.4986550922328003#0.5899186562913481#0.6274030424308598#0.644621328928653#0.5165775006518428#0.5165775006518428#0.5773847120371444#0.5773847120371444,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#3.77#3.77#1.89#1.89,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,25.0#25.0#23.0#23.0#23.0#23.0#23.0#23.0#23.0,128.8092498779297#128.8092498779297#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344,0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0#0,0#0#46#1323#2110#2111#2111#3437#4485,0#0#1#1#1#3#0#0#0,0#0#2#2#2#6#0#0#0,0#0#42#14#6#17#0#10#0,0#0#40#4#6#0#0#0#0,0#8#208#389#499#74#19#0#6,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#1#0#0,0#0#0#0#0#0#1#0#0,9351.json,NotBuggy,NotBuggy,
1416,8#8#3,0.7153182625770569#0.7616723775863647#0.6347725987434387,0.7274276038481918#0.6826751491667766#0.7866976315312308,2#2#0,1#1#0,3#3#0,2#2#1,3.12#6.24#1.89,1#1#0,2#2#1,32.0#32.0#19.0,111.1359634399414#111.1359634399414#130.57513427734375,0#0#0,1#1#2,0#0#0,0#1#7,0#8#3,0#16#12,0#31#96,0#8#102,0#110#77,0#0#0,0#0#0,0#0#0,4266.json,NotBuggy,NotBuggy,
1899,3,0.8444486260414124,0.9592759510376814,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,2763.json,NotBuggy,NotBuggy,
4166,3#3#3#3#3,0.5922597646713257#0.5922597646713257#0.5922597646713257#0.533364474773407#0.533364474773407,0.7052762934668044#0.7052762934668044#0.7052762934668044#0.873157841569794#0.873157841569794,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,3.77#3.77#3.77#1.89#1.89,0#0#0#0#0,0#0#0#0#0,18.0#18.0#18.0#17.0#17.0,130.99049377441406#130.99049377441406#130.99049377441406#131.1535186767578#131.1535186767578,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#1177#2229#3221#3300,0#0#0#2#0,0#0#0#4#0,0#0#0#20#0,0#0#0#4#0,0#0#0#69#0,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1920.json,NotBuggy,NotBuggy,
1162,4#4#4,0.25632742047309875#0.25632742047309875#0.6740541458129883,0.6328151837978375#0.6328151837978375#0.8011266707093981,0#0#0,0#0#0,0#0#0,1#1#1,4.0#4.0#2.0,0#0#0,1#1#1,23.0#23.0#21.0,124.92120361328125#124.92120361328125#125.39425659179688,0#0#0,2#2#2,0#0#0,0#0#473,0#4#1,0#4#2,0#0#27,0#0#6,0#22#44,0#0#0,0#0#1,0#0#1,4693.json,NotBuggy,NotBuggy,
1416,3#3,0.07132692635059357#0.07075484097003937,0.5409810949622473#0.6459252885258521,0#0,0#0,0#0,1#1,3.77#1.89,0#0,1#1,23.0#23.0,129.34671020507812#129.34671020507812,0#0,2#2,0#0,0#14,0#3,0#6,0#16,0#0,0#0,0#0,0#1,0#1,4228.json,NotBuggy,NotBuggy,
6426,3#3#3#3#3#3#3#3#3,0.07913780957460403#0.07913780957460403#0.23339718580245972#0.2164105325937271#0.22775115072727203#0.22065262496471405#0.22065262496471405#0.22065262496471405#0.22065262496471405,0.4974645421947987#0.4974645421947987#0.5748544084399293#0.6365430015265069#0.6232634211864599#0.6469479432381295#0.6469479432381295#0.6469479432381295#0.6469479432381295,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,25.0#25.0#23.0#23.0#23.0#23.0#23.0#23.0#23.0,128.8092498779297#128.8092498779297#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344#129.58164978027344,0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0#0,0#0#46#988#1323#2110#2111#3437#4485,0#0#1#1#1#1#0#0#0,0#0#2#2#2#2#0#0#0,0#0#42#21#4#6#0#0#0,0#0#40#11#4#6#0#0#0,0#8#208#96#389#499#74#0#6,0#0#0#1#0#0#0#0#0,0#0#0#1#0#0#0#0#0,0#0#0#1#0#0#0#0#0,7638.json,Buggy,Buggy,Buggy
1832,15#20,0.23059746623039246#0.2443527728319168,0.0378607743753935#0.14494935678859597,6#6,6#6,12#12,7#7,3.16#2.86,1#2,3#3,80.0#85.0,94.62535095214844#89.64965057373047,0#0,1#1,1#1,0#58,0#10,0#15,0#64,0#44,0#23,0#0,0#0,0#0,2648.json,NotBuggy,NotBuggy,
5626,3#3#3#3#3#3,0.7675521373748779#0.5109037160873413#0.5109037160873413#0.5053178071975708#0.5053178071975708#0.5053178071975708,0.9320806296114504#0.8036611278902124#0.8036611278902124#0.7328912122500478#0.7328912122500478#0.7328912122500478,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#0#0#0,14.0#17.0#17.0#17.0#17.0#17.0,132.4454345703125#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#878#1309#1360#2637#3689,0#1#0#0#0#0,0#2#0#0#0#0,0#14#0#8#0#0,0#14#0#0#0#0,0#31#45#12#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1645.json,NotBuggy,NotBuggy,
4372,13#13#13#13,0.006784901954233646#0.006784901954233646#0.006784901954233646#0.0075224945321679115,0.006722693915136078#0.006722693915136078#0.006722693915136078#0.01195560930241678,4#4#4#4,2#2#2#2,6#6#6#6,4#4#4#4,6.4#6.4#6.4#6.4,2#2#2#2,2#2#2#2,75.0#75.0#75.0#72.0,97.75566101074219#97.75566101074219#97.75566101074219#98.01782989501953,0#0#0#0,2#2#2#2,2#2#2#2,0#1383#2434#2843,0#0#0#1,0#0#0#2,0#0#0#9,0#0#0#9,0#0#0#74,0#0#0#0,0#0#0#1,0#0#0#1,252.json,NotBuggy,NotBuggy,
2665,3#3#3,0.29624152183532715#0.30948305130004883#0.30948305130004883,0.6007066519004367#0.481640099114401#0.481640099114401,0#0#0,0#0#0,0#0#0,1#1#1,2.49#3.77#3.77,0#0#0,1#1#1,23.0#23.0#23.0,129.58164978027344#129.58164978027344#129.58164978027344,0#0#0,2#2#2,0#0#0,0#64#724,0#3#0,0#6#0,0#21#0,0#6#0,0#316#1,0#0#0,0#0#0,0#0#0,10057.json,NotBuggy,NotBuggy,
1416,3#3,0.07132692635059357#0.07075484097003937,0.5409810949622473#0.6459252885258521,0#0,0#0,0#0,1#1,3.77#1.89,0#0,1#1,23.0#23.0,129.34671020507812#129.34671020507812,0#0,2#2,0#0,0#14,0#3,0#6,0#16,0#0,0#0,0#0,0#1,0#1,4373.json,NotBuggy,NotBuggy,
4350,3#3#3#3#3#3#3#3,0.8391515016555786#0.8477938175201416#0.8477938175201416#0.8477938175201416#0.7522684335708618#0.7522684335708618#0.7522684335708618#0.7552679181098938,0.47362567242932213#0.4833480776685943#0.4833480776685943#0.4833480776685943#0.6343008840226625#0.6343008840226625#0.6343008840226625#0.6592328899008797,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0.94#0.94#0.94#0.94#0.94#0.94#0.94#1.89,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,26.0#26.0#26.0#26.0#21.0#21.0#21.0#21.0,128.60531616210938#128.60531616210938#128.60531616210938#128.60531616210938#129.7158966064453#129.7158966064453#129.7158966064453#129.7158966064453,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0,0#33#34#34#108#1361#2408#4340,0#1#0#0#1#0#0#1,0#2#0#0#2#0#0#2,0#6#0#0#12#0#0#6,0#6#0#0#6#0#0#4,0#499#0#12#22#0#6#573,0#0#0#0#0#0#0#0,0#0#1#0#1#0#0#0,0#0#0#0#1#0#0#0,8960.json,NotBuggy,NotBuggy,
3927,17#17#17#17#17,0.003008903469890356#0.003008903469890356#0.003008903469890356#0.003229564055800438#0.002599504776299,5.7665439787571924E-5#5.7665439787571924E-5#5.7665439787571924E-5#1.4274292528238734E-4#1.0356410818665628E-4,5#5#5#5#5,6#6#6#6#6,11#11#11#11#11,7#7#7#7#7,3.65#3.65#3.65#3.65#3.65,4#4#4#4#4,7#7#7#7#7,106.0#106.0#106.0#106.0#107.0,90.6991958618164#90.6991958618164#90.6991958618164#90.6991958618164#90.61076354980469,0#0#0#0#0,3#3#3#3#3,1#1#1#1#1,0#938#1986#3110#3510,0#0#0#0#1,0#0#0#0#2,0#0#0#144#20,0#0#0#0#20,0#0#6#0#3,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,9089.json,NotBuggy,NotBuggy,
4927,3#3#3#3#3,0.784071683883667#0.8431068658828735#0.8431068658828735#0.8298582434654236#0.8298582434654236,0.6335444399920185#0.4800329017481809#0.4800329017481809#0.541484611529721#0.541484611529721,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,3.77#3.77#3.77#3.77#3.77,0#0#0#0#0,1#1#1#1#1,21.0#21.0#21.0#19.0#19.0,129.81976318359375#129.81976318359375#129.81976318359375#130.45266723632812#130.45266723632812,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#698#1938#2370#2990,0#1#0#1#0,0#2#0#2#0,0#22#0#16#0,0#22#0#17#0,0#73#0#6#0,0#0#0#0#0,0#0#0#1#0,0#0#0#1#0,2465.json,NotBuggy,NotBuggy,
4077,3#3#3#3,0.27151867747306824#0.27151867747306824#0.27151867747306824#0.12188813090324402,0.5775883807089102#0.5775883807089102#0.5775883807089102#0.3588034572226092,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,1#1#1#1,23.0#23.0#23.0#27.0,129.58164978027344#129.58164978027344#129.58164978027344#128.4090576171875,0#0#0#0,2#2#2#2,0#0#0#0,0#1088#2135#2557,0#0#0#1,0#0#0#2,0#0#0#3,0#0#0#3,0#0#0#196,0#0#0#0,0#0#0#1,0#0#0#1,5817.json,NotBuggy,NotBuggy,
2675,31#31#31#31#31#31#32,1.7730769468471408E-4#0.0#0.0#0.0#0.0#0.0#0.0,6.414210366428896E-8#1.0696903090157136E-7#1.851356760082251E-8#1.8485618901531462E-8#1.8485618901531462E-8#9.415434093775307E-8#1.5145199147149543E-7,10#10#10#10#10#10#10,6#6#6#6#6#6#6,16#16#16#16#16#16#16,7#7#7#7#7#7#7,2.7#2.71#2.71#2.71#2.71#2.48#2.57,2#2#2#2#2#2#2,21#21#21#21#21#21#21,227.0#227.0#235.0#235.0#235.0#235.0#235.0,76.52445983886719#76.49884033203125#76.29373168945312#76.29373168945312#76.29373168945312#76.29373168945312#75.77940368652344,1#1#1#1#1#1#1,1#1#1#1#1#1#1,10#10#10#10#10#10#10,0#17#90#98#734#904#2665,0#4#5#5#0#20#8,0#6#10#10#0#36#16,0#217#90#80#0#78#49,0#99#66#62#0#0#24,0#5#9#8#1#19#573,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,10007.json,NotBuggy,NotBuggy,
754,5#5,0.6313024163246155#0.6313024163246155,0.3784138397154415#0.3784138397154415,0#0,0#0,0#0,1#1,1.96#1.96,0#0,4#4,34.0#34.0,118.51167297363281#118.51167297363281,0#0,1#1,1#1,0#22,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,816.json,NotBuggy,NotBuggy,
4131,3#3#3#3#3,0.531910240650177#0.531910240650177#0.5396249890327454#0.5374706983566284#0.1029374748468399,0.8308504082614682#0.8308504082614682#0.8066981330319939#0.8616613744414682#0.6867101702274516,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#3.77#1.89#1.89,0#0#0#0#0,0#0#0#0#1,17.0#17.0#17.0#17.0#21.0,131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#129.93223571777344,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#1142#1254#2194#3265,0#0#3#0#1,0#0#6#0#2,0#0#9#16#17,0#0#0#0#17,0#0#19#0#7,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,3158.json,NotBuggy,NotBuggy,
1557,4,0.7405184507369995,0.6816689913717947,0,0,0,1,2.0,0,2,26.0,123.94486236572266,0,1,1,0,0,0,0,0,0,0,0,0,6615.json,NotBuggy,NotBuggy,
1063,3,0.9453030228614807,0.9735349382127279,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,6469.json,NotBuggy,NotBuggy,
6404,3#3#3#3,0.8577471375465393#0.8577471375465393#0.8577471375465393#0.8577471375465393,0.9490007760820958#0.9490007760820958#0.9490007760820958#0.9490007760820958,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,12.0#12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0,0#0#0#0,0#0#0#0,0#2088#3415#4467,0#1#0#0,0#2#0#0,0#0#0#0,0#0#0#0,0#499#0#0,0#0#0#0,0#0#0#0,0#0#0#0,1138.json,NotBuggy,NotBuggy,
6195,3#3#3#3#3,0.8390787839889526#0.6272597312927246#0.6272597312927246#0.6272597312927246#0.6272597312927246,0.9346089014423427#0.9097671124658022#0.9097671124658022#0.9097671124658022#0.9097671124658022,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,15.0#15.0#15.0#15.0#15.0,131.9385528564453#131.9385528564453#131.9385528564453#131.9385528564453#131.9385528564453,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#0#1879#3206#4253,0#1#0#0#0,0#2#0#0#0,0#14#0#0#0,0#14#0#0#0,0#4#74#0#6,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,7578.json,NotBuggy,NotBuggy,
784,16#16,0.05425313487648964#0.057183995842933655,0.0018561563309421423#0.0020037946593157267,5#5,4#4,9#9,4#4,3.46#3.46,2#2,9#9,97.0#97.0,92.96052551269531#92.96052551269531,0#0,0#0,3#3,0#774,0#2,0#4,0#12,0#12,0#573,0#0,0#0,0#0,4424.json,NotBuggy,NotBuggy,
1063,3#3,0.22495396435260773#0.22495396435260773,0.6299417610844507#0.6299417610844507,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,23.0#23.0,129.58164978027344#129.58164978027344,0#0,2#2,0#0,0#0,0#0,0#0,0#0,0#0,0#2,0#0,0#1,0#1,6515.json,NotBuggy,NotBuggy,
2877,1#3#3#3,0.9691718220710754#0.8367799520492554#0.8367799520492554#0.848853349685669,0.946173634860633#0.8339937909860106#0.8339937909860106#0.8512952512160864,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,0.0#3.77#3.77#3.77,0#0#0#0,0#0#0#0,12.0#15.0#15.0#15.0,151.39474487304688#131.9385528564453#131.9385528564453#131.9385528564453,0#0#0#0,0#0#0#0,0#0#0#0,0#284#940#1038,0#3#0#1,0#4#0#2,0#33#0#5,0#24#0#5,0#37#0#12,0#0#0#0,0#0#0#1,0#0#0#1,2395.json,NotBuggy,NotBuggy,
6381,5#11#10#8#8#8#6#6,0.5687264800071716#0.8745742440223694#0.2024310827255249#0.25773561000823975#0.1401432752609253#0.1401432752609253#0.09768105298280716#0.09768105298280716,0.093649445874407#0.0037811710208770994#0.002908302549192336#0.04110247540207513#0.03320808800666468#0.03320808800666468#0.3492837290056706#0.3492837290056706,0#2#2#2#2#2#2#2,0#1#1#1#1#1#1#1,0#3#3#3#3#3#3#3,1#2#2#2#2#2#2#2,3.92#2.06#2.15#2.4#2.4#2.4#2.75#2.75,0#1#1#1#1#1#1#1,2#5#5#4#6#6#3#3,43.0#85.0#78.0#58.0#58.0#58.0#39.0#39.0,117.44361114501953#100.32097625732422#102.47553253173828#107.75390625#107.69093322753906#107.69093322753906#114.6888656616211#114.6888656616211,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,2#5#4#2#2#2#0#0,0#1#1633#1634#2205#3392#4369#4444,0#16#1#1#2#0#2#0,0#21#8#4#4#0#6#0,0#258#109#109#24#0#154#0,0#255#41#101#24#0#146#0,0#4#5#4#1#0#1#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,739.json,NotBuggy,NotBuggy,
4246,3#3#3,0.6225676536560059#0.6298280954360962#0.6298280954360962,0.9189352821369003#0.9010498972884255#0.9010498972884255,0#0#0,0#0#0,0#0#0,1#1#1,1.89#3.77#3.77,0#0#0,1#1#1,15.0#15.0#15.0,132.25152587890625#132.25152587890625#132.25152587890625,0#0#0,0#0#0,0#0#0,0#1257#2309,0#0#0,0#0#0,0#9#0,0#0#0,0#0#0,0#0#0,0#0#0,0#0#0,1541.json,NotBuggy,NotBuggy,
1787,5,0.583606481552124,0.7924137856369046,0,0,0,1,1.96,0,2,25.0,120.7502212524414,0,2,0,0,0,0,0,0,0,0,0,0,7926.json,NotBuggy,NotBuggy,
1162,5,0.03403815999627113,0.42595623779091635,0,0,0,1,3.92,0,2,31.0,119.5191650390625,0,2,0,0,0,0,0,0,0,0,0,0,4634.json,NotBuggy,NotBuggy,
3040,6#6#6#4#4,0.27968546748161316#0.27968546748161316#0.27968546748161316#0.3076719641685486#0.05579383298754692,0.06389499741550368#0.06389499741550368#0.06389499741550368#0.031761860241492364#0.023675162899773165,1#1#1#1#1,1#1#1#1#1,2#2#2#2#2,2#2#2#2#2,6.53#6.53#6.53#2.0#2.0,0#0#0#0#0,4#4#4#4#4,49.0#49.0#49.0#49.0#49.0,113.11126708984375#113.11126708984375#113.11126708984375#119.67980194091797#119.73686981201172,0#0#0#0#0,2#2#2#2#2,1#1#1#1#1,0#51#1099#2225#2420,0#0#0#0#1,0#0#0#0#2,0#0#0#20#8,0#0#0#0#7,0#0#6#1#1,0#0#0#0#0,0#0#0#0#1,0#0#0#0#1,8752.json,NotBuggy,NotBuggy,
945,19#22#25#25,0.2531811594963074#0.2341374158859253#0.1606110781431198#0.1606110781431198,0.0013847039199145327#0.0015156114260055382#0.001097762165262097#0.001097762165262097,3#4#5#5,2#3#4#4,5#7#9#9,6#7#8#8,4.53#4.29#4.19#4.19,3#3#3#3,5#5#5#5,109.0#117.0#125.0#125.0,88.69889068603516#85.69482421875#83.02005767822266#83.02005767822266,0#0#0#0,2#2#2#2,5#5#5#5,0#17#17#79,0#4#5#0,0#4#7#0,0#72#114#0,0#59#67#0,0#55#6#0,0#0#0#0,0#0#0#0,0#0#0#0,2115.json,NotBuggy,NotBuggy,
6408,3#12#6#6#3#3#3#3#3#3#3#6#7#7,0.08868026733398438#0.037585727870464325#0.5393313765525818#0.5975187420845032#0.36845314502716064#0.36845314502716064#0.1688714474439621#0.1688714474439621#0.1688714474439621#0.6142873764038086#0.6142873764038086#0.5942883491516113#0.88160240650177#0.9076535105705261,0.5872026025679886#3.348887647568658E-4#0.34124169196294807#0.6232358555502704#0.7594720307496052#0.7594720307496052#0.416563579007837#0.416563579007837#0.416563579007837#0.590129249954119#0.590129249954119#0.4709595780958262#0.04251329021151541#0.0508998974806267,0#2#2#1#0#0#0#0#0#0#0#1#1#1,0#2#1#1#0#0#0#0#0#0#0#1#1#1,0#4#3#2#0#0#0#0#0#0#0#2#2#2,1#4#2#2#1#1#1#1#1#1#1#2#2#2,1.89#5.28#2.75#2.75#1.89#1.89#1.89#1.89#1.89#1.89#1.89#2.75#2.56#2.56,0#3#1#1#0#0#0#0#0#0#0#1#1#1,1#7#2#1#1#1#1#1#1#1#1#1#2#2,23.0#88.0#38.0#33.0#20.0#20.0#23.0#23.0#23.0#23.0#23.0#35.0#56.0#52.0,129.05665588378906#97.81412506103516#114.74968719482422#115.63639831542969#130.07347106933594#130.07347106933594#129.05665588378906#129.05665588378906#129.05665588378906#129.05665588378906#129.05665588378906#115.10722351074219#109.71534729003906#110.1007080078125,0#0#0#0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1#1#1#1,0#3#0#0#0#0#0#0#0#0#0#0#1#1,0#0#0#0#0#80#2135#2142#3419#4403#4467#4659#5251#5257,0#10#3#3#1#0#3#0#0#3#0#3#7#5,0#11#12#6#5#0#6#0#0#6#0#3#11#8,0#483#405#87#106#0#27#0#0#40#0#98#142#149,0#428#374#88#82#0#3#0#0#16#0#74#122#117,0#7#7#8#9#6#153#16#0#15#6#7#13#60,0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#1#1,0#0#0#0#0#0#0#0#0#0#0#0#0#1,7886.json,NotBuggy,NotBuggy,
4821,3#3#3#3,0.9046180248260498#0.9046180248260498#0.9046180248260498#0.9046180248260498,0.9523495436089531#0.9523495436089531#0.9523495436089531#0.9523495436089531,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,13.0#13.0#13.0#13.0,132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172,0#0#0#0,0#0#0#0,0#0#0#0,0#505#1832#2879,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#74#0#6,0#0#0#0,0#0#0#0,0#0#0#0,6818.json,NotBuggy,NotBuggy,
907,3#3,0.7993278503417969#0.7993278503417969,0.9393769770059351#0.9393769770059351,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,18.0#18.0,130.99049377441406#130.99049377441406,0#0,1#1,0#0,0#3,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,958.json,NotBuggy,NotBuggy,
4842,9#8#10#10#10#8#8,0.5160804390907288#0.536389172077179#0.38222941756248474#0.404009073972702#0.3997894525527954#0.36131152510643005#0.38073503971099854,0.2880894758718946#0.9122589184166418#0.3917713389160605#0.37212010149034735#0.702750794231801#0.5368484409492055#0.5158767590061005,2#1#3#3#3#3#3,2#1#2#2#2#2#2,4#2#5#5#5#5#5,3#3#4#4#4#3#3,2.74#2.83#5.08#10.15#5.08#3.87#3.87,2#2#3#3#3#2#2,4#1#3#3#3#3#3,50.0#31.0#45.0#45.0#45.0#41.0#41.0,106.38761138916016#111.244873046875#105.13511657714844#105.13511657714844#105.13511657714844#109.39400482177734#109.32763671875,0#0#0#0#0#0#0,0#0#1#1#1#1#1,2#1#1#1#1#1#1,0#97#706#1853#2905#3479#4048,0#1#5#0#0#2#1,0#3#8#0#0#6#2,0#73#106#27#108#44#3,0#69#87#0#0#36#3,0#34#19#0#0#7#36,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,42.json,NotBuggy,NotBuggy,
741,3#3#3,0.7773132920265198#0.904403567314148#0.45213571190834045,0.6174393929597585#0.7652665945467045#0.8896763801494411,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#1#2,19.0#16.0#16.0,130.34019470214844#131.60296630859375#131.91592407226562,0#0#0,0#0#0,0#0#0,0#15#61,0#1#1,0#2#2,0#23#37,0#23#37,0#49#43,0#0#0,0#0#0,0#0#0,7510.json,NotBuggy,NotBuggy,
1162,4#4#4,0.25455665588378906#0.25455665588378906#0.6679434776306152,0.617981989695577#0.617981989695577#0.789999225377165,0#0#0,0#0#0,0#0#0,1#1#1,4.0#4.0#2.0,0#0#0,1#1#1,23.0#23.0#21.0,124.92120361328125#124.92120361328125#125.39425659179688,0#0#0,2#2#2,0#0#0,0#0#473,0#4#1,0#4#2,0#0#27,0#0#6,0#22#44,0#0#0,0#0#1,0#0#1,4691.json,NotBuggy,NotBuggy,
4283,4#7#2#11#11#11#11#11,0.4341297149658203#0.34778979420661926#0.9947291612625122#0.019837260246276855#0.02115163579583168#0.016804074868559837#0.018852608278393745#0.018852608278393745,0.9130046146850769#0.8317107585092705#0.9682272088958145#0.0015869274959699504#0.0015838856031935144#0.0015483454071147404#0.001573116683613381#0.001573116683613381,0#1#0#1#1#1#1#1,0#1#0#1#1#1#1#1,0#2#0#2#2#2#2#2,1#2#1#4#4#4#4#4,2.0#3.33#1.89#5.06#7.51#7.51#7.51#7.51,0#1#0#3#3#3#3#3,2#2#0#7#7#7#7#7,16.0#27.0#10.0#74.0#74.0#74.0#74.0#74.0,127.25547790527344#114.45283508300781#141.56829833984375#100.31009674072266#100.31009674072266#100.31009674072266#100.31009674072266#100.31009674072266,0#0#0#0#0#0#0#0,0#0#0#1#1#1#1#1,0#0#0#3#3#3#3#3,0#24#47#134#1294#2330#2330#2346,0#6#2#10#0#2#2#0,0#9#8#12#0#4#4#0,0#70#88#391#9#28#12#0,0#79#130#489#0#28#12#0,0#3#6#92#0#72#58#0,0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0,0#1#0#1#0#0#0#0,1256.json,NotBuggy,NotBuggy,
